loan_id,customer_id,origination_date,maturity_date,region,country,industry,customer_segment,loan_product,loan_amount,outstanding_balance,interest_rate,term_months,credit_score,annual_revenue_m,collateral_value,ltv,debt_service_coverage_ratio,payment_status,days_past_due,risk_score,risk_bucket,default_flag
L101392,C1333,2025-03-22,2030-03-22,North America,Canada,Technology,Mid-Market,Leasing,1352111.34,1224844.61,0.032,60,754.0,103.99,1773427.96,0.691,1.69,Current,0,22.8,Low,0
L101393,C1177,2024-01-18,2027-01-18,North America,Mexico,Transportation,Mid-Market,Project Finance,2173980.08,1138933.78,0.0741,36,648.0,78.55,2144594.08,0.531,1.2,Current,0,44.6,Moderate,0
L101394,C1059,2024-06-11,2028-06-11,Middle East & Africa,South Africa,Healthcare,Public Sector,Equipment Finance,1129792.74,816377.43,0.032,48,820.0,419.13,1388585.22,0.588,1.88,Current,0,16.2,Low,0
L101395,C1274,2023-05-11,2026-05-11,North America,United States,Technology,SME,Project Finance,455215.14,151732.79,0.0691,36,658.0,2.07,466448.83,0.325,1.78,Current,0,28.3,Low,0
L101396,C1083,2024-06-17,2027-06-17,Europe,France,Manufacturing,Public Sector,Equipment Finance,3752293.09,2304284.97,0.032,36,813.0,215.16,4728022.39,0.487,1.95,Current,0,19.8,Low,0
L101397,C1241,2025-02-14,2029-02-14,Middle East & Africa,United Arab Emirates,Construction,SME,Project Finance,300984.03,256126.9,0.1313,48,643.0,2.29,,0.577,1.0,Late 30,40,70.5,Elevated,0
L101398,C1156,2024-09-10,2028-09-10,Europe,France,Manufacturing,Mid-Market,Leasing,694481.99,588277.55,0.0351,48,764.0,46.45,687923.82,0.855,1.25,Current,0,46.4,Moderate,0
L101399,C1132,2024-09-14,2027-09-14,Europe,Germany,Construction,Mid-Market,Equipment Finance,964077.92,678328.99,0.073,36,654.0,157.99,1425776.46,0.476,1.49,Current,0,37.7,Moderate,0
L101400,C1045,2025-09-16,2028-09-16,Europe,United Kingdom,Public Sector,Mid-Market,Project Finance,1433527.47,1310472.69,0.032,36,723.0,114.23,1918883.39,0.683,1.68,Current,0,17.6,Low,0
L101401,C1304,2023-09-07,2029-09-07,North America,United States,Construction,Public Sector,Equipment Finance,10718737.67,7925355.65,0.0478,72,757.0,346.78,15259173.21,0.519,2.06,Current,0,24.3,Low,0
L101402,C1261,2023-11-18,2028-11-18,Latin America,Chile,Manufacturing,SME,Equipment Finance,256964.19,170537.54,0.0955,60,697.0,4.91,355429.19,0.48,1.05,Current,0,36.9,Moderate,0
L101403,C1129,2024-11-09,2028-11-09,Europe,France,Energy,Public Sector,Project Finance,5389791.99,4101358.65,0.0481,48,782.0,124.22,7534365.72,0.544,1.88,Current,0,21.6,Low,0
L101404,C1280,2024-06-08,2031-06-08,North America,Mexico,Technology,Mid-Market,Leasing,466065.07,407993.17,0.032,84,694.0,65.13,717207.96,0.569,2.34,Current,0,21.8,Low,0
L101405,C1374,2025-12-12,2028-12-12,North America,Mexico,Transportation,Mid-Market,Project Finance,2435096.0,2386394.08,0.0579,36,693.0,115.48,2487517.48,0.959,1.43,Late 60,69,85.6,High,0
L101406,C1274,2023-03-03,2027-03-03,Latin America,Chile,Retail,Public Sector,Working Capital,2045571.4,1137396.97,0.0804,48,783.0,296.55,2640011.36,0.431,1.53,Current,0,21.8,Low,0
L101407,C1360,2023-05-17,2029-05-17,North America,United States,Healthcare,SME,Working Capital,127672.05,94131.86,0.0675,72,656.0,2.06,96014.5,0.98,1.71,Current,0,56.5,Elevated,0
L101408,C1178,2024-01-21,2028-01-21,Middle East & Africa,South Africa,Retail,Public Sector,Equipment Finance,2174351.17,1629954.33,0.0532,48,758.0,245.41,3004069.09,0.543,1.29,Current,0,28.0,Low,0
L101409,C1143,2024-05-27,2027-05-27,Asia-Pacific,Singapore,Manufacturing,Mid-Market,Equipment Finance,576629.37,415402.48,0.0557,36,696.0,17.71,809356.49,0.513,1.89,Current,0,24.1,Low,0
L101410,C1320,2025-09-08,2029-09-08,Middle East & Africa,Saudi Arabia,Healthcare,Enterprise,Trade Finance,1160949.62,1114735.28,0.032,48,755.0,790.27,1216895.06,0.916,1.96,Late 30,55,57.9,Elevated,0
L101411,C1251,2024-06-16,2028-06-16,Latin America,Brazil,Manufacturing,SME,Equipment Finance,595655.42,438808.94,0.1103,48,675.0,3.58,647629.23,0.678,1.39,Grace Period,10,36.7,Moderate,0
L101412,C1230,2024-04-15,2029-04-15,Middle East & Africa,United Arab Emirates,Construction,Mid-Market,Leasing,527136.41,442329.75,0.1005,60,652.0,27.17,504039.0,0.878,0.65,Late 60,84,100.0,High,0
L101413,C1243,2023-07-21,2027-07-21,Latin America,Chile,Manufacturing,Mid-Market,Equipment Finance,239024.69,152201.61,0.0661,48,694.0,96.31,250480.07,0.608,1.34,Late 30,44,47.9,Moderate,0
L101414,C1377,2024-04-18,2028-04-18,North America,Canada,Energy,Mid-Market,Equipment Finance,2698276.61,1966605.23,0.0596,48,702.0,82.04,3913026.62,0.503,1.21,Current,0,33.7,Low,0
L101415,C1261,2024-08-23,2027-08-23,Asia-Pacific,Australia,Construction,SME,Working Capital,112760.79,81660.76,0.1281,36,646.0,6.35,89825.92,0.909,1.42,Default,145,100.0,High,1
L101416,C1309,2024-10-24,2028-10-24,Europe,Germany,Technology,SME,Project Finance,523538.34,399350.07,0.0529,48,741.0,21.4,788725.46,0.506,1.91,Current,0,17.1,Low,0
L101417,C1013,2024-10-04,2027-10-04,Europe,Germany,Manufacturing,Enterprise,Project Finance,12500000.0,9447233.69,0.032,36,774.0,711.58,19677681.76,0.48,1.85,Current,0,19.8,Low,0
L101418,C1274,2024-04-10,2030-04-10,Middle East & Africa,South Africa,Manufacturing,SME,Project Finance,556293.6,485748.01,0.0928,72,683.0,3.69,622662.83,0.78,0.97,Current,0,54.3,Moderate,0
L101419,C1120,2023-06-19,2028-06-19,Latin America,Colombia,Technology,Enterprise,Equipment Finance,3155163.14,1823766.43,0.0436,60,716.0,662.28,3607455.22,0.506,2.01,Current,0,17.8,Low,0
L101420,C1046,2023-06-16,2027-06-16,Asia-Pacific,Singapore,Healthcare,Public Sector,Leasing,825665.89,423124.76,0.032,48,728.0,192.62,996751.22,0.425,2.02,Current,0,16.2,Low,0
L101421,C1105,2023-06-14,2028-06-14,Europe,Germany,Manufacturing,SME,Equipment Finance,126484.21,82227.88,0.0596,60,,12.06,212642.43,0.387,1.99,Current,0,19.8,Low,0
L101422,C1316,2024-11-05,2026-11-05,Europe,Germany,Transportation,SME,Working Capital,163037.46,94784.66,0.0897,24,620.0,6.55,159754.6,0.593,1.38,Grace Period,9,44.9,Moderate,0
L101423,C1310,2025-07-17,2029-07-17,Europe,Netherlands,Energy,Mid-Market,Equipment Finance,1196183.86,1128324.34,0.0562,48,700.0,73.41,1317300.13,0.857,1.72,Current,0,44.2,Moderate,0
L101424,C1116,2025-08-21,2029-08-21,Europe,France,Transportation,SME,Leasing,292318.41,270343.25,0.0828,48,672.0,2.25,478964.03,0.564,1.26,Current,0,38.7,Moderate,0
L101425,C1072,2023-12-02,2027-12-02,Europe,France,Healthcare,Mid-Market,Equipment Finance,733135.51,547081.54,0.032,48,703.0,60.25,1022545.59,0.535,2.2,Current,0,19.3,Low,0
L101426,C1159,2023-03-17,2028-03-17,North America,Mexico,Manufacturing,Enterprise,Project Finance,6492908.58,4265561.84,0.039,60,698.0,463.54,7510857.72,0.568,1.88,Current,0,23.8,Low,0
L101427,C1126,2024-11-26,2031-11-26,North America,United States,Manufacturing,Mid-Market,Project Finance,617738.87,568860.0,0.0514,84,674.0,30.74,969983.21,0.586,2.02,Current,0,28.1,Low,0
L101428,C1175,2023-02-17,2027-02-17,Asia-Pacific,China,Energy,Mid-Market,Project Finance,2341494.07,1118032.25,0.0842,48,675.0,50.56,3735977.0,0.299,1.52,Grace Period,13,30.5,Low,0
L101429,C1297,2024-11-27,2028-11-27,Europe,United Kingdom,Manufacturing,Enterprise,Equipment Finance,3809091.93,3249941.74,0.0344,48,709.0,628.89,5304554.18,0.613,1.73,Current,0,21.8,Low,0
L101430,C1125,2024-02-10,2029-02-10,Latin America,Colombia,Healthcare,Mid-Market,Trade Finance,1979109.72,1594964.74,0.0549,60,765.0,57.84,2236467.8,0.713,1.73,Default,235,68.6,Elevated,1
L101431,C1065,2025-07-01,2029-07-01,Europe,France,Retail,SME,Equipment Finance,327883.77,309609.44,0.0778,48,,2.29,453127.29,0.683,1.83,Grace Period,17,37.1,Moderate,0
L101432,C1041,2024-11-20,2027-11-20,North America,United States,Public Sector,Mid-Market,Equipment Finance,560995.99,407701.25,0.032,36,702.0,48.96,664478.13,0.614,2.23,Current,0,15.8,Low,0
L101433,C1260,2025-03-06,2032-03-06,North America,United States,Healthcare,Enterprise,Equipment Finance,3368124.34,3157915.39,0.032,84,751.0,359.1,4643560.86,0.68,1.91,Current,0,21.0,Low,0
L101434,C1075,2024-03-01,2030-03-01,North America,United States,Transportation,Mid-Market,Equipment Finance,801382.29,650133.54,0.06,72,715.0,65.39,955306.45,0.681,1.01,Current,0,42.3,Moderate,0
L101435,C1083,2025-07-06,2032-07-06,Latin America,Chile,Transportation,Mid-Market,Leasing,935340.35,899293.52,0.1004,84,677.0,61.16,1278284.83,0.704,1.51,Current,0,38.0,Moderate,0
L101436,C1305,2024-07-27,2027-07-27,North America,Canada,Public Sector,SME,Equipment Finance,331596.34,211330.57,0.0337,36,724.0,4.26,527210.62,0.401,1.4,Current,0,16.5,Low,0
L101437,C1035,2024-11-22,2026-11-22,Europe,France,Energy,SME,Leasing,117903.89,83850.67,0.0759,24,616.0,4.16,191837.98,0.437,1.43,Current,0,43.4,Moderate,0
L101438,C1247,2024-01-08,2028-01-08,Latin America,Brazil,Energy,SME,Working Capital,69529.62,41886.36,0.1156,48,709.0,5.73,91217.85,0.459,1.06,Grace Period,29,36.3,Moderate,0
L101439,C1004,2024-05-17,2030-05-17,Latin America,Colombia,Healthcare,SME,Project Finance,703447.6,598914.74,0.0898,72,683.0,9.99,678546.35,0.883,1.03,Default,150,100.0,High,1
L101440,C1358,2025-07-10,2028-07-10,North America,Mexico,Manufacturing,Public Sector,Working Capital,2753373.24,2549799.06,0.0473,36,746.0,273.37,2600795.04,0.98,2.03,Current,0,48.6,Moderate,0
L101441,C1271,2024-03-05,2027-03-05,North America,United States,Healthcare,SME,Working Capital,188012.0,130457.24,0.0754,36,,13.29,202821.5,0.643,2.13,Current,0,29.4,Low,0
L101442,C1312,2023-01-28,2025-01-28,North America,Mexico,Retail,Enterprise,Equipment Finance,5559387.26,1964783.16,0.0437,24,677.0,969.1,6744611.07,0.291,1.56,Current,0,29.0,Low,0
L101443,C1253,2024-02-23,2029-02-23,North America,Canada,Retail,SME,Project Finance,1086738.13,838092.15,0.102,60,597.0,13.91,989772.73,0.847,1.61,Current,0,61.5,Elevated,0
L101444,C1152,2024-03-11,2029-03-11,North America,Mexico,Manufacturing,SME,Equipment Finance,381099.41,310517.76,0.0746,60,643.0,12.85,604459.19,0.514,2.11,Current,0,33.7,Low,0
L101445,C1378,2024-04-10,2029-04-10,Europe,Germany,Technology,Mid-Market,Equipment Finance,604291.64,440982.57,0.032,60,735.0,152.85,778526.45,0.566,2.02,Current,0,17.1,Low,0
L101446,C1298,2023-03-23,2025-03-23,Middle East & Africa,South Africa,Healthcare,SME,Equipment Finance,365621.88,45937.39,0.0806,24,646.0,2.69,391060.03,0.117,1.28,Late 30,51,54.5,Moderate,0
L101447,C1033,2023-05-13,2028-05-13,Europe,United Kingdom,Technology,Enterprise,Working Capital,3842183.04,2821669.0,0.032,60,686.0,717.08,4078966.45,0.692,1.85,Current,0,29.0,Low,0
L101448,C1219,2023-12-11,2027-12-11,Asia-Pacific,Singapore,Technology,Public Sector,Leasing,2288992.6,1586160.36,0.032,48,722.0,489.53,3737710.97,0.424,2.18,Current,0,17.1,Low,0
L101449,C1206,2024-04-11,2027-04-11,North America,Mexico,Manufacturing,Enterprise,Working Capital,2944446.13,2116020.53,0.0536,36,721.0,1142.74,3500663.69,0.604,2.02,Current,0,19.8,Low,0
L101450,C1108,2023-02-13,2027-02-13,Asia-Pacific,Singapore,Public Sector,SME,Leasing,187234.55,122376.03,0.0403,48,677.0,3.41,190805.97,0.641,2.04,Current,0,22.0,Low,0
L101451,C1173,2024-03-15,2028-03-15,Europe,Netherlands,Retail,Enterprise,Leasing,2313422.84,1755402.8,0.0383,48,719.0,721.52,2974417.92,0.59,0.93,Current,0,37.5,Moderate,0
L101452,C1370,2023-12-02,2027-12-02,Middle East & Africa,South Africa,Transportation,SME,Leasing,228555.05,175524.73,0.0958,48,697.0,5.76,360269.46,0.487,0.94,Current,0,42.5,Moderate,0
L101453,C1032,2023-02-14,2030-02-14,Latin America,Chile,Transportation,Public Sector,Equipment Finance,2178597.5,1743575.18,0.0711,84,781.0,722.89,2310800.79,0.755,1.65,Current,0,33.3,Low,0
L101454,C1352,2023-10-13,2027-10-13,Europe,Netherlands,Technology,Mid-Market,Leasing,1431095.82,791949.0,0.032,48,789.0,24.54,1972650.96,0.401,1.51,Current,0,18.1,Low,0
L101455,C1266,2023-10-08,2027-10-08,North America,Mexico,Healthcare,SME,Working Capital,55000.0,33960.73,0.0631,48,621.0,3.41,67152.51,0.506,0.65,Late 60,77,85.4,High,0
L101456,C1042,2023-06-10,2028-06-10,North America,Canada,Manufacturing,SME,Leasing,249223.76,147902.85,0.0727,60,639.0,1.79,355893.72,0.416,1.28,Late 60,93,69.4,Elevated,0
L101457,C1115,2025-04-12,2030-04-12,Europe,United Kingdom,Transportation,SME,Equipment Finance,311753.59,288003.78,0.0815,60,685.0,6.02,353100.79,0.816,1.38,Current,0,48.9,Moderate,0
L101458,C1318,2023-03-11,2025-03-11,Latin America,Chile,Manufacturing,SME,Working Capital,81045.71,6483.66,0.1095,24,655.0,22.38,110259.36,0.059,1.03,Current,0,45.0,Moderate,0
L101459,C1267,2024-09-26,2029-09-26,Europe,United Kingdom,Public Sector,Public Sector,Equipment Finance,3313756.19,2825834.68,0.032,60,799.0,223.76,4180977.78,0.676,2.09,Late 60,69,45.1,Moderate,0
L101460,C1029,2024-12-15,2027-12-15,Asia-Pacific,China,Technology,Enterprise,Equipment Finance,2278609.34,1899644.67,0.032,36,753.0,511.03,2412606.42,0.787,1.76,Current,0,30.5,Low,0
L101461,C1056,2025-06-15,2029-06-15,Europe,Germany,Healthcare,Public Sector,Equipment Finance,1824632.18,1628262.27,0.032,48,819.0,323.51,1975010.52,0.824,2.3,Current,0,32.5,Low,0
L101462,C1352,2024-08-08,2029-08-08,North America,Canada,Healthcare,SME,Leasing,715464.82,629300.18,0.0454,60,723.0,5.12,889453.73,0.708,1.51,Current,0,24.3,Low,0
L101463,C1059,2024-08-26,2029-08-26,Europe,Netherlands,Retail,Mid-Market,Equipment Finance,1741055.3,1459856.03,0.0417,60,732.0,72.78,1828084.56,0.799,1.97,Current,0,35.6,Moderate,0
L101464,C1237,2025-04-01,2029-04-01,Asia-Pacific,China,Manufacturing,SME,Working Capital,250557.0,215599.03,0.08,48,656.0,7.01,316870.52,0.68,1.33,Current,0,41.8,Moderate,0
L101465,C1378,2025-07-16,2028-07-16,Asia-Pacific,Singapore,Manufacturing,Mid-Market,Equipment Finance,1208714.41,1075913.43,0.0641,36,700.0,34.34,2017788.71,0.533,1.32,Grace Period,2,29.4,Low,0
L101466,C1063,2023-08-05,2027-08-05,Europe,France,Manufacturing,SME,Project Finance,548941.69,344117.36,0.0787,48,660.0,5.19,499553.34,0.689,1.2,Grace Period,17,45.2,Moderate,0
L101467,C1016,2025-05-22,2029-05-22,North America,United States,Transportation,SME,Equipment Finance,1041023.67,945852.2,0.0952,48,601.0,8.71,1694276.57,0.558,1.29,Current,0,50.7,Moderate,0
L101468,C1310,2024-05-11,2030-05-11,Asia-Pacific,China,Retail,Mid-Market,Working Capital,848849.76,747100.16,0.0792,72,748.0,103.15,1201890.49,0.622,1.71,Current,0,21.4,Low,0
L101469,C1360,2023-04-09,2027-04-09,North America,Mexico,Energy,SME,Project Finance,391023.51,171603.34,0.0909,48,692.0,12.3,360827.16,0.476,1.17,Grace Period,5,36.5,Moderate,0
L101470,C1195,2024-11-02,2030-11-02,Latin America,Brazil,Retail,Mid-Market,Leasing,322699.19,292994.42,0.0874,72,679.0,71.41,465889.03,0.629,1.5,Late 30,37,48.6,Moderate,0
L101471,C1088,2025-12-23,2029-12-23,North America,Mexico,Energy,Mid-Market,Equipment Finance,1346451.68,1319522.65,0.0525,48,746.0,72.31,2382304.64,0.554,1.58,Current,0,21.6,Low,0
L101472,C1022,2023-06-12,2029-06-12,North America,Mexico,Transportation,SME,Leasing,237041.4,186105.08,0.0877,72,634.0,8.76,355049.84,0.524,1.89,Current,0,38.0,Moderate,0
L101473,C1346,2023-01-08,2025-01-08,Europe,Germany,Manufacturing,Public Sector,Trade Finance,636920.97,50953.68,0.032,24,678.0,159.07,814633.23,0.063,2.15,Current,0,27.4,Low,0
L101474,C1303,2025-09-24,2029-09-24,Europe,Netherlands,Technology,Mid-Market,Trade Finance,807755.2,759239.46,0.0334,48,751.0,39.11,1263019.95,0.601,1.6,Current,0,17.1,Low,0
L101475,C1340,2024-10-01,2026-10-01,Europe,United Kingdom,Transportation,Enterprise,Equipment Finance,2967558.85,1869416.45,0.0513,24,673.0,444.26,4602533.38,0.406,1.82,Current,0,31.0,Low,0
L101476,C1299,2023-08-14,2025-08-14,Europe,France,Technology,Mid-Market,Working Capital,725173.29,58013.86,0.0491,24,706.0,26.31,652176.43,0.089,1.91,Current,0,19.6,Low,0
L101477,C1164,2025-05-05,2031-05-05,Latin America,Brazil,Energy,Enterprise,Leasing,3361215.56,3203548.77,0.0742,72,,617.74,3590584.36,0.892,1.3,Current,0,49.9,Moderate,0
L101478,C1183,2024-03-04,2029-03-04,Europe,Netherlands,Public Sector,Enterprise,Equipment Finance,2437522.85,1744554.83,0.032,60,769.0,919.86,3423277.31,0.51,1.75,Current,0,12.6,Low,0
L101479,C1145,2023-12-01,2028-12-01,Europe,Germany,Retail,Enterprise,Working Capital,2753818.23,2265727.49,0.0644,60,756.0,309.07,2642957.47,0.857,1.74,Current,0,40.2,Moderate,0
L101480,C1277,2023-11-06,2027-11-06,Europe,Netherlands,Technology,Mid-Market,Leasing,544569.17,378122.2,0.0349,48,735.0,75.96,624675.84,0.605,1.8,Current,0,17.1,Low,0
L101481,C1038,2024-10-27,2029-10-27,North America,Canada,Transportation,SME,Leasing,190483.85,170355.32,0.0953,60,679.0,3.72,196854.32,0.865,0.94,Current,0,65.3,Elevated,0
L101482,C1015,2023-05-13,2028-05-13,Europe,Netherlands,Public Sector,SME,Project Finance,443540.55,249667.92,0.032,60,660.0,2.93,680375.46,0.367,1.89,Current,0,23.4,Low,0
L101483,C1365,2024-02-28,2030-02-28,North America,United States,Energy,Mid-Market,Equipment Finance,1867633.04,1399868.71,0.0703,72,707.0,207.45,2892516.98,0.484,1.38,Current,0,28.4,Low,0
L101484,C1120,2023-11-08,2028-11-08,Asia-Pacific,India,Public Sector,SME,Working Capital,152589.61,109900.11,0.0568,60,633.0,2.95,141678.1,0.776,1.22,Late 60,67,77.3,High,0
L101485,C1013,2023-03-22,2028-03-22,North America,Canada,Energy,SME,Leasing,542753.89,391589.51,0.074,60,723.0,2.49,585224.55,0.669,1.3,Current,0,32.0,Low,0
L101486,C1255,2025-04-03,2029-04-03,Latin America,Chile,Construction,SME,Equipment Finance,918500.29,829592.91,0.1194,48,597.0,6.28,1025141.33,0.809,1.39,Late 60,101,93.7,High,0
L101487,C1151,2023-01-04,2030-01-04,Europe,United Kingdom,Manufacturing,Mid-Market,Leasing,473580.93,354074.5,0.0468,84,691.0,68.51,466185.83,0.76,1.99,Current,0,36.2,Moderate,0
L101488,C1087,2025-11-01,2027-11-01,Middle East & Africa,Saudi Arabia,Energy,SME,Trade Finance,55000.0,52545.31,0.1029,24,614.0,8.32,75300.98,0.698,1.47,Default,123,94.0,High,1
L101489,C1165,2023-04-26,2027-04-26,Europe,France,Technology,Mid-Market,Leasing,1332211.27,957654.22,0.033,48,685.0,200.58,1307715.75,0.732,1.86,Current,0,32.4,Low,0
L101490,C1171,2024-01-19,2030-01-19,North America,Mexico,Technology,Enterprise,Equipment Finance,2844626.37,2203990.41,0.032,72,746.0,296.48,4950103.51,0.445,1.99,Current,0,17.1,Low,0
L101491,C1232,2023-04-21,2026-04-21,Middle East & Africa,Saudi Arabia,Public Sector,Enterprise,Working Capital,1154364.89,458471.7,0.0389,36,734.0,335.34,1026635.95,0.447,1.8,Late 30,40,30.6,Low,0
L101492,C1354,2024-02-26,2027-02-26,Asia-Pacific,Singapore,Retail,SME,Trade Finance,150819.17,75679.21,0.0889,36,703.0,14.91,138656.15,0.546,1.03,Current,0,37.8,Moderate,0
L101493,C1334,2024-10-10,2028-10-10,Asia-Pacific,Singapore,Manufacturing,Mid-Market,Trade Finance,495262.07,402357.3,0.0701,48,713.0,103.82,763445.14,0.527,1.31,Late 30,56,45.3,Moderate,0
L101494,C1314,2023-04-21,2027-04-21,Europe,United Kingdom,Energy,Mid-Market,Working Capital,1131157.79,707499.93,0.0622,48,678.0,95.25,1081036.81,0.654,1.34,Current,0,37.3,Moderate,0
L101495,C1187,2024-07-15,2030-07-15,Asia-Pacific,China,Healthcare,Mid-Market,Leasing,797537.16,674948.28,0.0461,72,710.0,40.23,922929.47,0.731,2.09,Current,0,26.9,Low,0
L101496,C1212,2025-04-16,2031-04-16,Middle East & Africa,South Africa,Technology,Mid-Market,Working Capital,1122273.92,1054688.92,0.0522,72,759.0,116.57,1075782.7,0.98,1.79,Current,0,45.9,Moderate,0
L101497,C1050,2024-05-19,2028-05-19,Asia-Pacific,India,Technology,SME,Project Finance,804446.37,582309.58,0.0694,48,716.0,9.05,1122457.33,0.519,1.22,Current,0,26.4,Low,0
L101498,C1219,2023-05-14,2030-05-14,Europe,Netherlands,Public Sector,Public Sector,Project Finance,3470467.04,2514054.17,0.032,84,723.0,258.68,4057305.76,0.62,2.38,Current,0,12.6,Low,0
L101499,C1255,2025-01-01,2030-01-01,Asia-Pacific,Australia,Construction,SME,Project Finance,481593.05,436857.49,0.1156,60,624.0,3.83,730695.08,0.598,1.08,Current,0,53.8,Moderate,0
L100547,C1199,2023-01-14,2030-01-14,North America,Mexico,Retail,Mid-Market,Project Finance,1076823.99,759168.43,0.05,84,697.0,21.25,1487546.24,0.51,1.81,Current,0,25.4,Low,0
L100984,C1079,2023-12-13,2028-12-13,North America,Mexico,Healthcare,Enterprise,Project Finance,5657849.15,4487013.2,0.032,60,719.0,332.28,8037058.39,0.558,1.98,Current,0,16.4,Low,0
L100712,C1362,2024-01-27,2029-01-27,Asia-Pacific,China,Retail,Enterprise,Trade Finance,1110335.84,888499.45,0.0518,60,720.0,333.28,1597645.5,0.556,1.65,Late 60,106,49.2,Moderate,0
L100638,C1056,2024-12-01,2029-12-01,Asia-Pacific,India,Public Sector,Enterprise,Equipment Finance,1770003.56,1487007.76,0.032,60,781.0,423.39,2427946.81,0.612,2.25,Current,0,12.6,Low,0
L100471,C1252,2023-03-18,2026-03-18,Europe,Netherlands,Technology,Public Sector,Equipment Finance,2299420.32,1321376.88,0.032,36,752.0,263.14,2840039.27,0.465,1.46,Grace Period,26,19.4,Low,0
L101149,C1272,2024-04-21,2029-04-21,Middle East & Africa,South Africa,Healthcare,Enterprise,Equipment Finance,1491468.09,1071674.45,0.032,60,776.0,280.45,1833904.13,0.584,1.46,Current,0,18.5,Low,0
L100392,C1260,2024-06-24,2027-06-24,Europe,United Kingdom,Retail,Mid-Market,Leasing,1335740.04,888587.4,0.0436,36,732.0,49.44,1311689.66,0.677,2.05,Current,0,25.8,Low,0
L101158,C1073,2023-01-18,2028-01-18,Europe,France,Technology,SME,Equipment Finance,643212.47,456429.48,0.0592,60,672.0,9.31,787796.75,0.579,1.75,Grace Period,5,25.7,Low,0
